audience,budget,casting,countries,duration_s,end_year,genres,id,kind,metacritic_score,original_title,poster_link,rating,release_year,synopsis,title,vote_count,worldwide_gross
R,15000000,"Zac Efron, Jeremy Allen White, Harris Dickinson, Maura Tierney, Holt McCallany, Grady Wilson, Valentine Newcomer, Scott Innes, Chavo Guerrero Jr., Garrett Hammond, Stanley Simons, Michael Harney, Jullian Dulce Vida, Cazzey Louis Cereghino, Ryan Nemeth, Lily James, Kevin Anton, Michael Papajohn","United States, United Kingdom",7920,,"Biography, Drama, Sport",tt21064584,Movie,73,The Iron Claw,https://m.media-amazon.com/images/M/MV5BOGE5NjllZTEtMGJjNy00ZTFmLThlNDItNmNiZTgyOTQ4OTA2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,7.7,2023,"The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s.",The Iron Claw,45481,42679777
,,"Tobias Menzies, Anthony Boyle, Lovie Simone, Will Harrison, Brandon Flynn, Damian O'Hare, Glenn Morshower, Patton Oswalt, Matt Walsh, Hamish Linklater, Josh Stewart, Alistair Steel, Lili Taylor, Anne Dudek, Spencer Treat Clark, Antonio J Bell, Maxwell Korn, C.J. Hoff",United States,,,"Drama, History, Thriller",tt16912512,TV Series,,Manhunt,https://m.media-amazon.com/images/M/MV5BYjkxMmY4YWMtMWExMy00ZGE4LTllZWYtOWE4ZDE4ODQ1OWY3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,7.2,2024,The aftermath of the first American presidential assassination and the fight to preserve and protect the ideals that were the foundation of Lincoln's Reconstruction plans.,Manhunt,754,
,,"Vicky Luengo, Hovik Keuchkerian, Celia Freijeiro, Nacho Fresneda, José Ángel Egido, Karmele Larrinaga, Bruno Sevilla, Andrea Trepat, Alex Brendemühl, Vicenta N'Dongo, Urko Olazabal, Ángel López-Silva, Vicente Vergara, Selam Ortega, Pere Brasó, Alex Garrido, Fernando Guallar, Mariamu Toure",Spain,3600,2024,"Drama, Thriller",tt20883126,TV Series,,Reina Roja,https://m.media-amazon.com/images/M/MV5BNWYxNmIzYjEtNmYxYS00OGY2LWFhYzYtN2I2YzRlOWZjNmQ1XkEyXkFqcGdeQXVyMTYzMDUzNjEw._V1_.jpg,6.8,2024,"A gifted woman's intellect brings chance to lead covert European police force. But it backfires, costing her everything. Following murder at her home and kidnapped heiress, her ex-supervisor enlists a policeman's aid to reinstate her.",Red Queen,4047,
TV-MA,,"Lady Gaga, Kathy Bates, Angela Bassett, Sarah Paulson, Evan Peters, Denis O'Hare, Lily Rabe, Frances Conroy, Emma Roberts, Jessica Lange, Billie Lourd, Leslie Grossman, Cheyenne Jackson, Adina Porter, Taissa Farmiga, Finn Wittrock, Zachary Quinto, Wes Bentley",United States,3600,,"Drama, Horror, Sci-Fi",tt1844624,TV Series,,American Horror Story,https://m.media-amazon.com/images/M/MV5BNzViNjc5YzktZDM3Zi00OTA0LTlkM2QtNGQwY2YwNTRjOGMzXkEyXkFqcGdeQXVyMTU1ODIwMTM1._V1_.jpg,8.0,2011,"An anthology series centering on different characters and locations, showcasing different aspects of horror.",American Horror Story,341917,
R,14300000,"Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis, Ke Huy Quan, James Hong, Tallie Medel, Jenny Slate, Harry Shum Jr., Biff Wiff, Sunita Mani, Aaron Lazar, Brian Le, Andy Le, Narayana Cabral, Chelsey Goldsmith, Craig Henningsen, Anthony Molinari, Dan Brown",United States,8340,,"Action, Adventure, Comedy",tt6710474,Movie,81,Everything Everywhere All at Once,https://m.media-amazon.com/images/M/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_.jpg,7.8,2022,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,Everything Everywhere All at Once,525764,143411356
TV-MA,,"Jessie James Grelle, Bryce Papenbrook, Trina Nishimura, Yûki Kaji, Yui Ishikawa, Marina Inoue, Kishô Taniyama, Hiro Shimono, Clifford Chapin, Mike McFarland, Romi Park, Matthew Mercer, Jessica Calvello, Hiroshi Kamiya, Yoshimasa Hosoya, Yû Kobayashi, Robert McCollum, Ashly Burch",Japan,1440,2023,"Animation, Action, Adventure",tt2560140,TV Series,,Shingeki no Kyojin,https://m.media-amazon.com/images/M/MV5BNDFjYTIxMjctYTQ2ZC00OGQ4LWE3OGYtNDdiMzNiNDZlMDAwXkEyXkFqcGdeQXVyNzI3NjY3NjQ@._V1_.jpg,9.1,2013,"After his hometown is destroyed and is traumatized, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",Attack on Titan,502619,
R,15000000,"Olivia Colman, Emma Stone, Rachel Weisz, Nicholas Hoult, Emma Delves, Faye Daveney, Paul Swaine, Jennifer White, Lilly-Rose Stevens, Denise Mack, James Smith, Mark Gatiss, Horatio, Willem Dalby, Edward Aczel, Carolyn Saint-Pé, John Locke, Everal A Walsh","Ireland, United Kingdom, United States",7140,,"Biography, Comedy, Drama",tt5083738,Movie,91,The Favourite,https://m.media-amazon.com/images/M/MV5BMTg1NzQwMDQxNV5BMl5BanBnXkFtZTgwNDg2NDYyNjM@._V1_.jpg,7.5,2018,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",The Favourite,229897,95918706
TV-14,,"Taylor Kinney, Christian Stolte, Eamonn Walker, Joe Minoso, Randy Flagler, David Eigenberg, Jesse Spencer, Anthony Ferraris, Kara Killmer, Miranda Rae Mayo, Yuriy Sardarov, Monica Raymund, Daniel Kyri, Alberto Rosende, Charlie Barnett, Hanako Greensmith, DuShon Monique Brown, Robyn Coffin",United States,2580,,"Action, Drama",tt2261391,TV Series,,Chicago Fire,https://m.media-amazon.com/images/M/MV5BYzhjMjc5ZWQtMzVhYS00OTYxLThhNzItZDUwNTRkMGNjYTNkXkEyXkFqcGdeQXVyMTUwMzM5ODkz._V1_.jpg,8.0,2012,"The story of firefighters and paramedics in the city of Chicago, both on a personal and professional level.",Chicago Fire,63816,
R,20000000,"Natalie Portman, Chris Tenzis, Charles Melton, Julianne Moore, Andrea Frankle, Gabriel Chung, Mikenzie Taylor, Jocelyn Shelfo, Elizabeth Yu, Mike Lopez, Joan Reilly, D.W. Moffett, Charles Green, Christopher Nguyen, Adam Woods, Lawrence Arancio, Cory Michael Smith, Kelvin Han Yee",United States,7020,,"Comedy, Drama",tt13651794,Movie,86,May December,https://m.media-amazon.com/images/M/MV5BMTc1ODM5YjQtMmQzNS00Y2FkLWJhNTgtYTE5ZDY0NjQyNmRjXkEyXkFqcGdeQXVyMTY3ODE5NTY1._V1_.jpg,6.9,2023,"Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under pressure when an actress arrives to do research for a film about their past.",May December,48971,4232370
TV-MA,,"Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson, Danny DeVito, Mary Elizabeth Ellis, David Hornsby, Artemis Pebdani, Lynne Marie Stewart, Sandy Martin, David Zdunich, Lance Barber, Andrew Friedman, Gregory Scott Cummins, Jimmi Simpson, Nate Mooney, Michael Naughton, Catherine Reitman",United States,1320,,Comedy,tt0472954,TV Series,,It's Always Sunny in Philadelphia,https://m.media-amazon.com/images/M/MV5BZDc4NjU1MmMtZjIzNy00MWRhLWI4ZjUtYjY4YmFlY2NjMzA0XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,8.8,2005,Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,It's Always Sunny in Philadelphia,250382,
PG-13,9243484,"Mark Wahlberg, Simu Liu, Juliet Rylance, Nathalie Emmanuel, Ali Suliman, Bear Grylls, Paul Guilfoyle, Rob Collins, Alani Ilongwe, Cece Valentina, Roger Wasserman, Oscar Best, Theodore Johns, Jonathan Lopez, Michael Landes, Angie Berube, Andrés Castillo, Luke Grozenski",United States,5400,,Adventure,tt10720352,Movie,54,Arthur the King,https://m.media-amazon.com/images/M/MV5BNzMzMDNhZWYtZDE4ZC00MTg5LWJiZWEtZjU2OGM2ZjMzM2I1XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_.jpg,7.0,2024,An adventure racer adopts a stray dog named Arthur to join him in an epic endurance race.,Arthur the King,1303,9319365
TV-MA,,"Harold Perrineau, Catalina Sandino Moreno, Eion Bailey, David Alpay, Elizabeth Saunders, Scott McCord, Ricky He, Chloe Van Landschoot, Pegah Ghafoori, Corteon Moore, Hannah Cheramy, Avery Konrad, Simon Webster, Elizabeth Moy, Shaun Majumder, Deborah Grover, Angela Moore, Kaelen Ohm",United States,3120,,"Drama, Horror, Mystery",tt9813792,TV Series,,From,https://m.media-amazon.com/images/M/MV5BNDQxOGI4ZjItM2NhZC00Y2FhLWEwZTAtZTc2MmJmNzY1MjViXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg,7.7,2022,"Unravel the mystery of a city in middle U.S.A. that imprisons everyone who enters. As the residents struggle to maintain a sense of normality and seek a way out, they must also survive the threats of the surrounding forest.",From,65254,
,,"Henry Cavill, Alan Ritchson, Eiza González, Freddie Fox, Cary Elwes, Hero Fiennes Tiffin, Babs Olusanmokun, Alex Pettyfer, Henry Golding, Danny Sapani, Til Schweiger, Matthew Hawksley, Henrique Zaga, Alessandro Babalola, Russell Balogh, Reggie McHale, Tanisa islam Mahi, Jonathan Cass","United States, United Kingdom, Turkey",7200,,"Drama, War",tt5177120,Movie,,The Ministry of Ungentlemanly Warfare,https://m.media-amazon.com/images/M/MV5BOWI5YTlkNTktOTJlMC00MmYyLThkNzQtYmExOGZkZDE1ZjgwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,,2024,The British military recruits a small group of highly skilled soldiers to strike against German forces behind enemy lines during World War II.,The Ministry of Ungentlemanly Warfare,0,
TV-14,,"Emily Deschanel, David Boreanaz, Michaela Conlin, T.J. Thyne, Tamara Taylor, John Francis Daley, Eric Millegan, John Boyd, Patricia Belcher, Michael Grant Terry, Eugene Byrd, Carla Gallo, Pej Vahdat, Sunnie Pelant, Ryan O'Neal, Jonathan Adams, Joel David Moore, Susanne Allan Hartman",United States,2400,2017,"Crime, Drama, Mystery",tt0460627,TV Series,,Bones,https://m.media-amazon.com/images/M/MV5BMjA3ODMxMzM5NF5BMl5BanBnXkFtZTgwMDM1NjU0OTE@._V1_.jpg,7.8,2005,"F.B.I. Special Agent Seeley Booth teams up with the Jeffersonian's top anthropologist, Dr. Temperance Brennan, to investigate cases where all that's left of the victims are their bones.",Bones,175227,
R,20960939,"Cailee Spaeny, Jacob Elordi, Ari Cohen, Dagmara Dominczyk, Tim Post, Lynne Griffin, Dan Beirne, Rodrigo Fernandez-Stoll, Dan Abramovici, Matthew Shaw, Tim Dowler-Coltman, R Austin Ball, Olivia Barrett, Stephanie Moore, Luke Humphrey, Deanna Jarvis, Jorja Cadence, Josette Halpert","Italy, United States",6780,,"Biography, Drama, Music",tt22041854,Movie,79,Priscilla,https://m.media-amazon.com/images/M/MV5BOTQyZTBiMjAtZTNjZi00ZjU0LWFkMTQtMDE3Nzc1MjVmMTM4XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_.jpg,6.6,2023,"When teenage Priscilla Beaulieu meets Elvis Presley, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",Priscilla,30823,32142345
,,"Josh Brolin, Ryan Reynolds, Morena Baccarin, Jennifer Garner, Hugh Jackman, Emma Corrin, Brianna Hildebrand, Matthew Macfadyen, Leslie Uggams, Patrick Stewart, Shioli Kutsuna, Rob Delaney, Aaron Stanford, Karan Soni, Lewis Tan, Stefan Kapicic, Tony McCarthy, Terence Hughes","United States, China",,,"Action, Comedy, Sci-Fi",tt6263850,Movie,,Deadpool & Wolverine,https://m.media-amazon.com/images/M/MV5BNGZjYzE4M2MtNmE5ZC00MjdkLThmYTAtNTAyNjQyN2Q4YmVlXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,,2024,"Wolverine is recovering from his injuries when he crosses paths with the loudmouth, Deadpool. They team up to defeat a common enemy.",Deadpool & Wolverine,0,
TV-14,,"Ron Livingston, Will Sasso, Anja Savcic, Brian Regan, Jackie Flynn, Timothy Webber, Ricky Blitt, Tyler Layton-Olson, Viv Leacock, Sam Bob, Mat Fraser, William Coyne, Eric Keenleyside, Laura Mennell, Benjamin Rogers, Danny Wattley, Brendan McNamara, Melinda Dahl",United States,1800,2020,"Comedy, Drama",tt5957766,TV Series,,Loudermilk,https://m.media-amazon.com/images/M/MV5BMjEwMjI4MjIzNl5BMl5BanBnXkFtZTgwNDA2NDQxMzI@._V1_.jpg,7.9,2017,"Sam Loudermilk is a recovering alcoholic and substance-abuse counselor with a bad attitude. Although he has his drinking under control, Loudermilk discovers that when your life is a mess, getting clean is the easy part.",Loudermilk,16691,
R,150000000,"Harrison Ford, Ryan Gosling, Ana de Armas, Dave Bautista, Robin Wright, Mark Arnold, Vilma Szécsi, Wood Harris, David Dastmalchian, Tómas Lemarquis, Sylvia Hoeks, Edward James Olmos, Jared Leto, Sallie Harmsen, Hiam Abbass, Mackenzie Davis, Krista Kosonen, Elarica Johnson","United States, United Kingdom, Canada, Spain",9840,,"Action, Drama, Mystery",tt1856101,Movie,81,Blade Runner 2049,https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_.jpg,8.0,2017,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",Blade Runner 2049,657685,267691236
TV-MA,,"Sara Bareilles, Busy Philipps, Paula Pell, Renée Elise Goldsberry, Daniel Breaker, Erika Henningsen, Ashley Park, Andrew Rannells, Jonathan Hadary, John Lutz, Julius Conceicao, Janine Brito, Piter Marek, Grey Henson, Jeremiah Craft, Dean Winters, Chad L. Coleman, Penelope Richmond",United States,1800,,"Comedy, Music",tt11650492,TV Series,,Girls5eva,https://m.media-amazon.com/images/M/MV5BOGU0NjVhM2EtMzU3Zi00NGI5LWE2YWQtMWVmNjAyYmVmYWNkXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,7.3,2021,A one-hit-wonder band from the '90s gets a second shot at fame when a young rapper samples their song.,Girls5eva,5525,
,,"Kim Soo-hyun, Kim Ji-won, Na Young-hee, Jung Jin-young, Song Joong-ki, Sebastian Roché, Kwak Dong-yeon, Park Sung-hoon, Lee Joo-bin, Kim Jung-nan, Kim Joo-ryung, Lee Mi-sook, Kim Kap-su, Natallia Bulynia, Bo-mi Yoon, Anzu Lawson, Jeon Bae-soo, Moon Tae-yu",South Korea,4500,,"Drama, Family, Romance",tt27668559,TV Series,,Queen of Tears,https://m.media-amazon.com/images/M/MV5BNGEyN2FiYzQtZTVlOC00MzY0LWEwNzYtMWVhNTA3MDVkZjE0XkEyXkFqcGdeQXVyNjI4NDY5ODM@._V1_.jpg,8.5,2024,A miraculous love story of a married couple overcoming a dizzying crisis.,Queen of Tears,690,
TV-PG,,"Rob Morrow, Janine Turner, Barry Corbin, John Cullum, Darren E. Burrows, John Corbett, Cynthia Geary, Elaine Miles, Peg Phillips, William J. White, Moultrie Patten, James L. Dunn, Earl Quewezance, Teri Polo, Paul Provenza, Richard Cummings Jr., Diane Delano, George Barril",United States,3600,1995,"Comedy, Drama",tt0098878,TV Series,,Northern Exposure,https://m.media-amazon.com/images/M/MV5BZmIyMGYwMTEtODJjZi00N2NiLWJiMjUtMWQ5MDE3ZTViNDJmXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg,8.4,1990,"A city doctor is forced to work in the remote Alaskan town of Cicely, where he encounters peculiar locals, including a former astronaut, as he adjusts to small-town life.",Northern Exposure,21297,
R,9972279,"Olivia Colman, Jessie Buckley, Timothy Spall, Hugh Skinner, Jason Watkins, Alisha Weir, Eileen Atkins, Lolly Adefope, Joanna Scanlan, Anjana Vasan, Gemma Jones, Tim Key, Richard Goulding, Malachi Kirby, Paul Chahidi, Nikita Elle Jakobsen, Adam Treasure, Susie Fairfax","United Kingdom, France",6000,,"Comedy, Crime, Drama",tt20234774,Movie,54,Wicked Little Letters,https://m.media-amazon.com/images/M/MV5BN2NmNWYzNTktNThmNS00MjZkLTk5NjItZTEwNTczMzAwMWI2XkEyXkFqcGdeQXVyMTQyODg5MjQw._V1_.jpg,7.1,2023,"When people in Littlehampton--including conservative local Edith--begin to receive letters full of hilarious profanities, rowdy Irish migrant Rose is charged with the crime. Suspecting that something is amiss, the town's women investigate.",Wicked Little Letters,3794,9972279
PG,102996915,"Anna Kendrick, Justin Timberlake, Kenan Thompson, Walt Dohrn, Anderson .Paak, Ron Funches, Kunal Nayyar, David Fynn, Kevin Michael Richardson, Eric André, Daveed Diggs, Kid Cudi, Troye Sivan, Camila Cabello, Zosia Mamet, Amy Schumer, Andrew Rannells, Christopher Mintz-Plasse",United States,5460,,"Animation, Adventure, Comedy",tt14362112,Movie,53,Trolls Band Together,https://m.media-amazon.com/images/M/MV5BMTY4MDk2YWUtNWY1My00YjAxLWI4ZGQtMmRhN2FiNDI4NDRjXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,6.0,2023,"Poppy discovers that Branch was once part of the boy band 'BroZone' with his brothers, Floyd, John Dory, Spruce and Clay. When Floyd is kidnapped, Branch and Poppy embark on a journey to reunite his two other brothers and rescue Floyd.",Trolls Band Together,12171,207819972
TV-MA,,"Kaya Scodelario, Nicholas Hoult, Joe Dempsie, Hannah Murray, Mike Bailey, April Pearson, Kathryn Prescott, Lily Loveless, Will Merrick, Freya Mavor, Jack O'Connell, Laya Lewis, Ollie Barbieri, Dakota Blue Richards, Sean Teale, Larissa Wilson, Dev Patel, Giles Thomas",United Kingdom,2760,2013,Drama,tt0840196,TV Series,,Skins,https://m.media-amazon.com/images/M/MV5BNzFkNWI4ZGEtZDhhOC00MGE5LWEzYmYtZGU5MGYxYjc5ZmZmXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg,8.2,2007,The story of a group of British teens who are trying to grow up and find love and happiness despite questionable parenting and teachers who would rather be friends (and lovers) than authority figures.,Skins,92544,
TV-MA,,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Aimee Lou Wood, Alistair Petrie, Mimi Keene, Chinenye Ezeudu, Samantha Spiro, Tanya Reynolds, George Robinson, Patricia Allison, Jim Howick, Mikael Persbrandt, Rakhee Thakrar, Chris Jenks",United Kingdom,,2023,"Comedy, Drama, Romance",tt7767422,TV Series,,Sex Education,https://m.media-amazon.com/images/M/MV5BNjJkYTI1MjAtNTcxZC00YmU5LWExMDAtZTg3YzRhMDNmYmEwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,8.3,2019,A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.,Sex Education,348343,
PG-13,93000000,"Elijah Wood, Ian McKellen, Orlando Bloom, Sean Bean, Alan Howard, Noel Appleby, Sean Astin, Sala Baker, Billy Boyd, Andy Serkis, Marton Csokas, Viggo Mortensen, Megan Edwards, Michael Elsworth, Cate Blanchett, Mark Ferguson, Ian Holm, Christopher Lee","New Zealand, United States",10680,,"Action, Adventure, Drama",tt0120737,Movie,92,The Lord of the Rings: The Fellowship of the Ring,https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,8.9,2001,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,The Lord of the Rings: The Fellowship of the Ring,1996609,884041698
R,15000000,"Patrick Dempsey, Ty Olsson, Gina Gershon, Lynne Griffin, Karen Cliche, Nell Verlaque, Rick Hoffman, Derek McGrath, Katherine Trowell, Jalen Thomas Brooks, Mika Amonsen, Amanda Barker, Shailyn Griffin, Tim Dillon, Chris Sandiford, Addison Rae, Tomaso Sanelli, Jenna Warren","United States, Canada, Australia",6360,,"Horror, Mystery, Thriller",tt1448754,Movie,63,Thanksgiving,https://m.media-amazon.com/images/M/MV5BOGZhOGJjZTAtOTJmYS00ZTk2LTgxYWEtNjM3ZmUxMjY2NWFiXkEyXkFqcGdeQXVyNjU2NTI4MjE@._V1_.jpg,6.3,2023,"After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts - the birthplace of the infamous holiday.",Thanksgiving,44447,46553280
TV-14,,"Marcia Gay Harden, Skylar Astin, Madeline Wise, Tristen J. Winger, Inga Schlingmann, Rosa Arredondo, Clayton James, Thomas Cadrot, Leslie Silva, Jeffrey Nordling, Matthew Wilkas, Rob LaBelle, Tasha Simms, Mark Moses, Artemis Litsiadis, Marlee Walchuk, Lossen Chambers, Jasmin Dring",United States,2580,,"Comedy, Crime, Drama",tt18573724,TV Series,,So Help Me Todd,https://m.media-amazon.com/images/M/MV5BYWZlZGY2NWUtZDI4ZS00MjUxLThmY2MtOTNjNGVkOWQyZjQzXkEyXkFqcGdeQXVyNzkyMDA5MTc@._V1_.jpg,7.5,2022,"A talented P.I. agrees to work as the in-house investigator for his mother, who is reeling from the recent dissolution of her marriage.",So Help Me Todd,6250,
R,,"Luke Evans, Rory Culkin, Alex Pettyfer, Stephanie Leonidas, Rudy Pankow, Charlie Rawes, Daniel Singh, Laura Hopper, Lorraine Burroughs, Alana de Freitas, Savannah Steyn, James Oliver Wheatley, Fahim Fazli, Julee Cerda, Gemma Forbes, Jonathan Ajayi, Zac Adams, Grahame Fox",United States,6660,,"Crime, Romance, Thriller",tt1524515,Movie,,5lbs of Pressure,https://m.media-amazon.com/images/M/MV5BN2IyY2QzYjgtYzZiMC00ZGFlLTkzZjItZGYyNWJlYjAwOGRiXkEyXkFqcGdeQXVyMDQ2MDk1Mw@@._V1_.jpg,5.1,2024,"Trying to start over, Adam searches for redemption as he returns to his old neighborhood to put to rest his demons while the brother of the man he killed seeks revenge.",5lbs of Pressure,546,
